"...1","Triston Henry
Phoenix Rising FC","Alejandro Araneda
Phoenix Rising FC","Hope Avayevu
Phoenix Rising FC","Alexander Balanzar De la Cruz
Phoenix Rising FC","Pape Boye
Phoenix Rising FC","Rémi Cabral
Phoenix Rising FC","Emil Cuello
Phoenix Rising FC","Zachary DaSilva
Phoenix Rising FC","Charlie Dennis
Phoenix Rising FC","Giulio Doratiotto
Phoenix Rising FC","Xian Emmers
Phoenix Rising FC","Axel Essengue
Phoenix Rising FC","Ryan Flood
Phoenix Rising FC","Daniel Flores
Phoenix Rising FC","Dariusz Formella
Phoenix Rising FC","Anthony Hernandez
Phoenix Rising FC","Darius Johnson
Phoenix Rising FC","Darnell King
Phoenix Rising FC","Cyrus Kowall
Phoenix Rising FC","Jearl Margaritha
Phoenix Rising FC","Braxton Montgomery
Phoenix Rising FC","Harvey Neville
Phoenix Rising FC","Noble Okello
Phoenix Rising FC","Jamison Ping
Phoenix Rising FC","Patrick Rakovsky
Phoenix Rising FC","Damian Rivera
Phoenix Rising FC","Pierce Rizzo
Phoenix Rising FC","Ihsan Sacko
Phoenix Rising FC","Carl-Fred Sainte
Phoenix Rising FC","John Scearce
Phoenix Rising FC","Tristan Shaw
Phoenix Rising FC","Collin Smith
Phoenix Rising FC","Mohamed Traore
Phoenix Rising FC","Jan Villegas
Phoenix Rising FC","Casey Walls
Phoenix Rising FC"
"Interceptions","0.0","0.0",16,"0.0","7.0",0,8,"0.0",2,"0.0","2.0",6,4,"0.0",7,"0.0",6,"1.0","0.0",4,"8.0","3.0",15,"0.0","0.0",6,2,3,"10.0",9,"0.0",12,"7.0","0.0","0.0"
"Successful passes","97.0","0.0",536,"0.0","318.0",77,302,"0.0",169,"1.0","162.0",728,327,"49.0",236,"0.0",128,"4.0","9.0",113,"476.0","186.0",431,"63.0","479.0",87,150,208,"521.0",376,"0.0",390,"257.0","0.0","57.0"
"Passing accuracy","75.8","0.0",81.2,"-","82.4",72,81,"-",80.9,"100.0","92.0",90,82.2,"96.1",79.7,"-",89.5,"50.0","100.0",73.9,"89.1","83.0",77.9,"80.8","87.1",75,87.7,77.9,"91.7",83.7,"-",76.5,"87.4","-","77.0"
"Passing accuracy in opponents' half (%)","13.6","-",71.2,"-","68.2",67.2,66.1,"-",64.6,"50.0","86.1",77.3,64.3,"83.3",68.3,"-",77.2,"42.9","85.7",61.3,"80.3","65.4",66.8,"69.0","36.0",67.4,82.2,68.4,"83.9",75,"-",64.9,"71.6","-","52.9"
"Successful dribbles","0.0","0.0",8,"0.0","3.0",2,7,"0.0",1,"0.0","4.0",10,2,"0.0",2,"0.0",6,"1.0","1.0",19,"3.0","2.0",2,"0.0","0.0",17,1,9,"5.0",0,"0.0",16,"1.0","0.0","0.0"
"Fouls won","1.0","0.0",53,"0.0","4.0",11,11,"0.0",9,"0.0","2.0",11,7,"0.0",13,"0.0",20,"0.0","2.0",8,"1.0","3.0",2,"5.0","1.0",7,4,18,"3.0",22,"0.0",37,"1.0","0.0","2.0"
"Fouls conceded","1.0","0.0",23,"0.0","11.0",11,13,"0.0",5,"0.0","10.0",18,4,"3.0",12,"0.0",14,"0.0","3.0",8,"17.0","9.0",30,"7.0","0.0",12,3,30,"10.0",18,"0.0",17,"3.0","0.0","0.0"
"Penalties conceded","1.0","0.0",1,"0.0","0.0",0,0,"0.0",0,"0.0","0.0",0,0,"0.0",0,"0.0",0,"0.0","0.0",0,"0.0","0.0",0,"0.0","0.0",0,0,0,"0.0",0,"0.0",0,"0.0","0.0","0.0"
"Yellow cards","1.0","0.0",3,"0.0","1.0",2,3,"0.0",0,"0.0","1.0",3,0,"1.0",1,"0.0",0,"0.0","0.0",2,"0.0","2.0",7,"2.0","0.0",2,0,4,"0.0",3,"0.0",3,"1.0","0.0","0.0"
"Red cards","0.0","0.0",1,"0.0","2.0",0,0,"0.0",0,"0.0","0.0",0,0,"0.0",0,"0.0",0,"0.0","0.0",0,"0.0","0.0",0,"0.0","0.0",0,0,0,"1.0",0,"0.0",0,"0.0","0.0","0.0"
